SensorID,Date,Temperature,SoilMoisture,pH,Fertilizer,Location
S29,3-Apr-25,36.2,45,5.8,2.6,westField
S23,5/4/2025,34.4,None,6.6,2.7,West Field
s21,3/12/2025,35.2,26,7.3,1.6,Nrth Field
s47,2/27/2025,18,31,7.2,1.4,NorthField
S9,3/24/2025,17.3,38,5.8,2.1,n field
S015,3/1/2025,16,54,5.7,4,Southfield
S024,26/03/2025,21,,,1.3,NorthField
S001,3/26/2025,13.2,18,7.2,3.6,Nrth Field
s26,3/21/2025,None,41,6,2.7,South Field
S37,3/29/2025,24.9,26,6,3.2,EastField
S030,3/4/2025,12,30,7.4,N/A,W field
S36,8-Apr-25,27.9,37,7.7,1.7,EASTFIELD
s50,4/2/2025,N/A,36,6.9,2.4,e field
S006,12-Mar-25,31.7,N/A,7.4,4,West Field
s24,11-Mar-25,12.7,39,6.3,3.1,east field
S37,3/17/2025,35.7,45,7.5,1.6,West Field
s05,9-Apr-25,34.9,42,7.5,missing,W field
s16,4/9/2025,29.7,41,7.7,None,WEST FIELD
S13,3/7/2025,32.4,18,7.1,3.8,North Field
S042,30/03/2025,35.7,60,7,3.2,WEST FIELD
s09,28-Mar-25,14.6,27,7.7,3.3,South Field
s10,20-Mar-25,27.3,64,5.6,2.4,NORTH FIELD
S57,4-Mar-25,34.2,47,6.9,3.7,NorthField
S051,3/15/2025,36.8,33,7.5,3.3,East Field
S014,3/4/2025,29.1,39,7.5,1.5,S field
s48,9-Mar-25,33.8,22,missing,2.3,S field
s54,28/03/2025,34.6,34,5.6,3,e field
s03,4/4/2025,35.3,45,6.8,2.9,WEST FIELD
s36,25/03/2025,23.9,35,6.8,1.8,east field
S019,29/03/2025,37.2,42,7.6,None,Nrth Field
s54,3/13/2025,18.2,9999,6.2,1.4,S field
S34,14/03/2025,26.6,35,5.5,4.1,north field
S39,23/03/2025,27.5,50,6.2,3.4,Nrth Field
s18,3/3/2025,35.5,54,6.8,2.3,Southfield
S049,3/3/2025,17.6,46,,4.1,EASTFIELD
s28,8-Apr-25,33.7,22,6.9,2.6,EASTFIELD
S51,18-Mar-25,31.1,20,missing,3,w field
S035,13/03/2025,28.6,64,5.7,2.9,W field
S52,4/4/2025,32.9,26,6.1,3.7,NORTH FIELD
S37,8/4/2025,32,38,5.7,3.2,SOUTH FIELD
s40,4/6/2025,20.4,35,5.6,2.9,NorthField
S029,28/02/2025,34.1,61,6.4,2.8,East Field
s11,5-Mar-25,15.3,27,7.1,3.1,S field
S016,4/7/2025,16.3,37,N/A,2.2,North Field
S9,8/4/2025,16.1,39,6.1,4,EASTFIELD
S059,19-Mar-25,23.1,50,6.6,1.5,Nrth Field
S24,3/9/2025,34.7,64,7.2,2.7,westField
S025,3/8/2025,37.7,41,7.5,1.7,Nrth Field
s28,29-Mar-25,24.6,28,6,3.2,e field
S35,3/27/2025,29.6,64,5.8,2.5,north field
S4,3/29/2025,36,53,7,2.4,EASTFIELD
S41,4/3/2025,31.1,21,6.8,None,east field
s15,3/24/2025,23.7,38,7.1,3.2,East Field
S004,3/11/2025,30.2,64,6.4,3.3,westField
S38,2/27/2025,33.7,35,5.6,2.1,n field
S8,4/9/2025,12.7,58,7,2,Nrth Field
s08,3/23/2025,31.8,32,6.9,3.1,n field
S59,24/03/2025,18.1,27,6.8,N/A,NorthField
s60,4/6/2025,18.1,None,5.8,2.2,South Field
S019,3/11/2025,35.4,40,7.1,2.2,North Field
S010,3/4/2025,18.4,18,5.9,3,East Field
S52,8/4/2025,18.6,27,7.5,,w field
S33,10/4/2025,13.9,55,7.5,3.1,South Field
s39,7-Mar-25,37.7,18,6.2,2,West Field
s34,3/27/2025,12.3,26,7.2,1.6,West Field
S015,3-Mar-25,12,61,5.5,2,w field
S37,28/03/2025,18.9,62,5.8,2.2,NorthField
S013,31/03/2025,17.5,64,7,2.9,n field
S6,28-Mar-25,14.5,missing,5.7,4.1,West Field
S28,4/6/2025,18,28,7.5,3.2,n field
s24,2/25/2025,37.6,24,6.9,1.4,North Field
S60,9-Mar-25,34.6,49,6,3.4,Southfield
S31,4/8/2025,35.3,62,6.1,1.4,e field
S046,3/16/2025,36.7,51,7.5,missing,SOUTH FIELD
s1,12-Mar-25,35,65,7.7,1.7,North Field
S002,4/3/2025,21.1,30,7.6,2.7,westField
S043,4/6/2025,22.6,48,6.5,1.5,NORTH FIELD
s53,3/30/2025,21,31,6.2,3.9,north field
s55,24/03/2025,30.2,49,7.2,2.2,north field
S032,3/27/2025,20.7,36,7.1,2.4,e field
S053,3/13/2025,33.5,55,7.5,4.2,n field
S22,11/3/2025,21.2,41,5.9,2.6,EASTFIELD
s52,4/1/2025,26.8,63,6.5,2.7,Southfield
S015,25/02/2025,12.8,33,7.2,1.5,West Field
S007,18/03/2025,36.4,25,6.7,2.9,East Field
S24,4/6/2025,37.8,34,7,4.1,e field
s13,3/3/2025,37.8,None,6.1,2,SOUTH FIELD
s36,6-Apr-25,35.9,32,7.6,4.1,South Field
s13,5-Mar-25,21.8,27,,2.1,NORTH FIELD
S048,3/11/2025,34.8,48,7.5,3.4,w field
s28,5/4/2025,missing,None,5.9,2.9,westField
s08,3/1/2025,18.8,57,7.7,1.5,North Field
s58,3/8/2025,26.1,63,6,2,NORTH FIELD
S012,5-Mar-25,29.7,19,6.5,3.2,n field
s56,2/28/2025,31.2,40,6.3,1.8,e field
S52,19/03/2025,23.6,35,7.1,2.9,Southfield
s19,25/02/2025,31.3,34,7.8,3.4,Southfield
s52,3/8/2025,16.6,37,7.4,3.4,n field
s47,21/03/2025,26.4,49,6.1,3.9,Southfield
S056,25-Feb-25,35.1,28,5.5,1.5,North Field
s08,3/23/2025,35.1,62,5.6,None,east field
S20,3/20/2025,36,65,,3.5,westField
S33,2/28/2025,30.7,37,6.3,3.1,n field
S059,9/4/2025,23.5,missing,6.7,2.5,north field
s8,3/21/2025,26.7,19,5.9,1.4,EASTFIELD
S29,10-Mar-25,21.1,59,5.9,1.8,Nrth Field
s55,1/4/2025,12.8,56,6.7,2,north field
s60,25-Mar-25,12.1,39,7.2,2.4,NORTH FIELD
s45,28-Mar-25,36,42,6.3,3.7,SOUTH FIELD
S027,8-Mar-25,19.4,9999,6.6,2.5,w field
s41,23/03/2025,12.6,36,7.5,3.4,w field
S021,8-Apr-25,16,missing,7.3,2.4,EastField
s10,8/3/2025,30.8,53,6.8,2.8,Southfield
S43,31-Mar-25,34.1,21,6.6,2.1,WEST FIELD
S24,27-Mar-25,27.5,48,6.9,3.4,east field
S016,26/02/2025,24.7,55,7,4,east field
S015,26/03/2025,13.9,35,6,3,east field
s31,5-Apr-25,18.1,31,7.1,1.8,EastField
s29,3/24/2025,25.3,38,6,2.2,NORTH FIELD
S53,21-Mar-25,30.3,35,7.2,4.2,NorthField
s35,4/8/2025,18.8,25,6.3,2.7,EASTFIELD
S22,3/27/2025,27.6,None,6.7,3.7,NorthField
S037,10-Mar-25,20.9,54,7.6,1.4,SOUTH FIELD
s28,24/03/2025,None,39,7.4,2.7,north field
s34,3/26/2025,24.1,22,5.8,1.7,South Field
S028,3/26/2025,14.5,46,7.5,3.8,Southfield
s34,4/4/2025,32.5,49,7.7,2.6,West Field
s58,2/26/2025,29.6,59,7.6,3.4,WEST FIELD
s01,3/27/2025,25.8,45,6.4,2.4,e field
S021,11/3/2025,37.9,52,7.3,3.8,West Field
S33,4/6/2025,29.8,36,0.6,3.6,n field
s14,3/20/2025,37.9,65,7,2.6,north field
s29,10-Mar-25,35.7,missing,6.3,3.1,NorthField
S001,4/7/2025,19.1,58,7.2,3.2,westField
S003,4/8/2025,36.7,21,6.2,2.2,EastField
S39,3/15/2025,22.9,46,6,1.6,S field
s47,4/4/2025,20.4,26,7,2.2,north field
S54,7-Apr-25,24.1,46,6.5,2.5,West Field
S012,9/3/2025,35.4,26,13.4,1.5,EASTFIELD
S58,3/11/2025,17.1,26,6.4,3.6,West Field
S49,12/3/2025,17.8,43,6.7,1.4,n field
s48,4/8/2025,16.7,39,6.4,2.1,n field
s5,30/03/2025,20.8,28,5.6,3.8,north field
S22,3/11/2025,N/A,46,7.2,1.3,S field
s40,4/3/2025,25.3,25,6.3,None,WEST FIELD
s49,4/2/2025,201.7,65,7.3,missing,NorthField
S036,27-Feb-25,29.8,44,6.6,1.8,w field
s2,28-Feb-25,19,35,5.5,3.3,EASTFIELD
S049,6-Mar-25,16.6,51,7.8,3.3,Nrth Field
s6,3/6/2025,29.8,20,6.7,2.5,SOUTH FIELD
S045,1-Mar-25,30.6,,6.4,None,westField
S008,3/16/2025,16.5,35,6.6,missing,e field
S055,8/4/2025,-91,28,7.6,2.2,NorthField
s27,22/03/2025,36.4,24,7.4,1.9,S field
s4,2/4/2025,N/A,57,7.2,1.3,east field
S13,23-Mar-25,30.7,missing,7,2.4,Southfield
s60,2/3/2025,12.8,40,5.6,missing,w field
S58,4/5/2025,17.9,62,7.6,2.9,W field
S023,3/28/2025,36.4,63,7,3.6,n field
S35,27/02/2025,21.2,45,7.1,1.4,Nrth Field
s01,1-Apr-25,29.7,56,7,2.7,West Field
S019,3/11/2025,,62,,3,Nrth Field
S27,10/4/2025,33.3,42,6.9,2.8,North Field
S48,4/6/2025,missing,45,7.5,3.5,West Field
s28,4/9/2025,25.2,35,6.6,1.8,WEST FIELD
S58,30-Mar-25,16,None,6.8,4,East Field
s43,3/25/2025,37.3,45,7.1,4,EastField
s54,3/1/2025,18.4,24,7.3,3.7,North Field
s14,3/16/2025,16.4,23,5.8,1.3,w field
s09,3/25/2025,27.9,18,6.7,3.4,w field
s6,3/27/2025,23.6,38,6.4,2.7,W field
s30,8/3/2025,37.7,34,7.6,3345.8,east field
S30,3/29/2025,14.2,50,6.2,None,w field
s04,26-Mar-25,33.2,46,7,,S field
s41,3/30/2025,36.3,42,6.3,2.5,e field
s02,3/31/2025,31.8,26,7,2.7,north field
s11,3/31/2025,37.5,23,7.5,3.5,SOUTH FIELD
s29,4/3/2025,22.2,33,6.2,1.6,NORTH FIELD
s30,3/6/2025,14,missing,missing,2698.4,e field
s27,3/8/2025,27.6,25,7.8,3,Southfield
S32,3/25/2025,26.5,19,5.7,2.4,North Field
S54,3/24/2025,20.8,34,5.6,2,n field
S44,3/26/2025,28,25,5.5,3.1,EASTFIELD
s14,3/12/2025,13.6,50,5.8,2.4,east field
s11,2/3/2025,19.7,44,5.6,3.5,e field
S12,25/02/2025,28.9,62,7.2,1.7,South Field
S51,24/03/2025,35.2,41,7.6,2.3,Southfield
S022,15-Mar-25,37,19,7.4,2,EASTFIELD
s49,9/3/2025,22.4,27,5.9,3.2,S field
s46,3/24/2025,23.3,45,5.8,2.3,east field
S54,1-Mar-25,17.6,33,7.2,2.6,NorthField
S037,3/17/2025,26.3,52,7.3,4.1,east field
s06,3/28/2025,,37,7.5,3.2,east field
s3,3/23/2025,32.3,9999,7.6,2.3,W field
S5,3/4/2025,13.2,33,6.8,2.6,east field
s51,3/15/2025,16.3,19,6.5,2.6,w field
s35,3/24/2025,27.2,36,7.5,1.8,West Field
s40,3/2/2025,15.7,50,7.5,3.4,westField
s39,3/14/2025,36.5,37,5.6,2.5,EastField
s21,3/5/2025,27.4,47,7,3.5,West Field
s06,7/3/2025,29.8,58,6,1.9,West Field
S25,3/8/2025,26.3,31,7.7,3.1,e field
s06,3/12/2025,34.6,52,6.3,4,e field
S038,14-Mar-25,14,45,5.7,3.5,South Field
S005,3/27/2025,12.5,63,6.1,2.2,NORTH FIELD
s52,4/4/2025,21.4,31,6.9,4.1,east field
S020,3/1/2025,27,63,5.9,3.4,NorthField
s53,3/22/2025,23,29,6.5,1.4,w field
s01,3/19/2025,36.1,37,5.8,N/A,W field
s30,13-Mar-25,27.9,45,5.6,2.5,westField
s21,3/19/2025,32.5,65,7.6,2.5,NORTH FIELD
s12,3/29/2025,20.2,41,5.9,2.4,WEST FIELD
S025,5-Mar-25,13,19,7.6,1.7,Southfield
S48,25-Mar-25,28.9,46,6.8,1.7,westField
s22,5-Apr-25,25.4,19,7.7,1.8,SOUTH FIELD
s17,4/5/2025,24.2,43,6.8,2.1,Nrth Field
s58,3/31/2025,,24,7.8,1.7,West Field
S29,10-Apr-25,14.8,19,7.1,3.5,w field
S4,4/7/2025,27.2,63,6.9,2.1,e field
S059,3/30/2025,26.3,54,5.9,N/A,Nrth Field
S24,12/3/2025,36.2,40,6.5,3.2,S field
s06,3/15/2025,,52,7.6,1.8,north field
S16,3/31/2025,25.9,60,6.2,3.2,w field
S039,7/3/2025,18.4,missing,5.8,3.8,north field
s19,3/20/2025,30.3,57,7.2,2,Southfield
S55,26/02/2025,32.6,46,7,3.5,WEST FIELD
S017,3/29/2025,28.2,39,7.7,1.3,SOUTH FIELD
s56,2/25/2025,20.2,47,7.2,,n field
S012,4/10/2025,37.9,48,7.7,2.4,W field
S024,3/29/2025,23.5,52,5.5,None,NorthField
S029,5/3/2025,32.6,18,7.1,1.3,north field
s33,4/2/2025,25.1,54,7.7,4.1,NORTH FIELD
s31,3/13/2025,15.7,56,6.4,2.8,Southfield
s21,3/15/2025,28,19,6.6,2.4,North Field
s58,2/4/2025,27.8,missing,5.9,4,WEST FIELD
S34,14-Mar-25,None,48,7.1,2.8,West Field
S55,3/9/2025,32.7,56,5.7,1.5,east field
S049,2/25/2025,32.3,48,6.1,2.4,Nrth Field
S43,28-Mar-25,18.7,19,6,3.4,east field
s36,3/12/2025,25.2,27,7.6,2.2,Southfield
s53,3/14/2025,32.9,62,6.8,4.1,westField
s8,25-Feb-25,19.1,52,5.8,1.6,n field
s31,26/02/2025,16.9,23,6.6,2.4,NorthField
S041,4/9/2025,missing,27,6.4,3.8,West Field
s51,25/03/2025,28.6,58,7,3.6,e field
S35,22-Mar-25,21.7,41,12.2,2.1,EASTFIELD
s23,4/7/2025,24.1,61,-0.7,1.8,Southfield
S057,3/1/2025,28.5,54,5.9,2.6,Southfield
s17,3/20/2025,25.5,54,6.6,3.7,westField
s35,4-Apr-25,20,21,7.1,3.4,EASTFIELD
S5,24/03/2025,20,25,6.2,3.2,Southfield
s05,7/3/2025,15.1,60,,,W field
s48,8/3/2025,20.2,27,7.7,3.6,east field
S16,3/14/2025,21.6,61,6.5,2.1,EastField
S48,3/10/2025,32.3,,6.4,3.3,EastField
S49,3/3/2025,37.6,N/A,5.6,3.6,East Field
S006,3/19/2025,17.1,62,7.1,4.2,e field
S049,3/8/2025,28.1,21,7.2,1.3,South Field
s29,4/10/2025,28.6,49,6.6,2.9,South Field
S35,6/4/2025,37.7,56,6.8,2.7,West Field
s35,7-Apr-25,26.2,47,6.7,2.9,S field
s12,3/12/2025,36.1,60,7.5,1.5,east field
s27,4/10/2025,,9999,6.6,2.3,WEST FIELD
S020,3/27/2025,19.5,34,7.7,2.1,east field
s04,3/23/2025,14.1,58,7.3,3.1,EastField
s14,20/03/2025,36.2,29,6.9,4,EastField
S013,19/03/2025,21.7,30,7.2,2.5,north field
s1,7/3/2025,22.5,29,7.7,3,Nrth Field
S057,17-Mar-25,794.9,61,7.2,3.5,SOUTH FIELD
s25,9/3/2025,16.7,19,6.9,3.9,w field
S21,3/10/2025,14.7,28,6.5,1.2,north field
S026,7-Apr-25,31.1,43,7.2,3.9,EASTFIELD
S011,11/3/2025,25.7,25,5.6,2.2,S field
s45,4/4/2025,17.9,N/A,7.3,3.8,SOUTH FIELD
S023,30-Mar-25,33.4,28,7.5,3.5,NORTH FIELD
s24,3/27/2025,34.3,58,6.4,1.8,W field
S003,2/28/2025,18.4,28,7,2.6,EastField
s40,22/03/2025,17.6,49,7.7,1.8,e field
S8,26-Feb-25,15.7,36,missing,2.4,n field
S13,21-Mar-25,32,58,7,1.7,east field
s29,3/27/2025,12.7,35,6,2.6,SOUTH FIELD
s8,2/25/2025,13.6,,5.8,1.9,North Field
s26,3/14/2025,14.8,46,7.6,1.8,SOUTH FIELD
S025,3/9/2025,35.4,63,6.2,3.9,North Field
s51,26/03/2025,27.6,32,6.5,1.7,n field
s41,3/3/2025,17.6,20,7.4,None,W field
s19,3/9/2025,missing,37,7.5,2.2,NorthField
s54,28/03/2025,-63.3,28,7,3.2,East Field
s59,4/1/2025,466.2,46,7.2,3.9,westField
S50,3/2/2025,31.3,60,7.6,1.5,W field
S46,4/6/2025,19.2,53,6.1,2.9,EASTFIELD
S039,3/29/2025,18.3,18,7.6,2.5,e field
s32,17/03/2025,37.6,57,7.6,3,S field
s08,27/02/2025,19.5,33,6.6,2.3,NorthField
S024,3/29/2025,27.1,53,6.1,3.3,w field
s53,4/9/2025,28.8,35,6.6,1.6,Southfield
s08,2/25/2025,12.7,45,7.1,3.1,EastField
s26,3/30/2025,21.4,32,5.9,1.5,South Field
s1,3/6/2025,21.9,20,7.4,2.1,e field
S58,3/14/2025,35.4,36,6.4,4.1,NorthField
S048,15/03/2025,-7.4,38,6.5,3.7,east field
S43,2/26/2025,32.9,19,6.7,1.6,EastField
S32,4/5/2025,31,54,6.2,1.5,East Field
S5,6/4/2025,17.4,53,5.8,2.9,NORTH FIELD
s21,3/28/2025,15.7,30,5.6,1.3,South Field
S46,4/9/2025,29.6,56,7.5,2.7,e field
S19,3/16/2025,30.9,20,7.4,1.7,EASTFIELD
s12,3/9/2025,26.3,44,6.2,3,WEST FIELD
s28,4/10/2025,13.9,43,6,N/A,Southfield
S051,9-Mar-25,36.8,None,6.6,1.4,North Field
S46,3/23/2025,24,57,5.6,3.6,S field
S001,5-Apr-25,33.9,35,5.6,1.2,South Field
s32,4/1/2025,20.2,27,7.1,3.2,East Field
s27,3/15/2025,19.3,58,6.3,3.3,W field
S018,28/02/2025,27.7,38,5.7,2.4,WEST FIELD
S59,8/3/2025,32.6,51,5.8,2.4,South Field
S046,4/4/2025,36,51,5.7,3.8,SOUTH FIELD
s46,2/25/2025,32.8,24,6.2,3.3,westField
s32,4/3/2025,26.2,missing,7,3.3,n field
S058,13-Mar-25,25.2,31,6.6,2.8,Southfield
S010,3/9/2025,33.4,60,6,None,e field
s43,6/4/2025,16.9,63,7.5,1.3,Southfield
s44,3/5/2025,13.2,44,7.5,3.5,Nrth Field
s39,3/7/2025,15.6,38,6.7,2.6,NorthField
S046,3/6/2025,36.3,38,7,1.8,westField
s38,6-Mar-25,30.5,33,6.4,2.4,S field
s30,3/22/2025,33.4,47,6.3,2.3,north field
s38,4/5/2025,19.6,43,7.5,3.7,WEST FIELD
S059,3/1/2025,23,65,6.1,2.8,SOUTH FIELD
s38,4/1/2025,17.3,28,6.8,2.5,S field
s32,21-Mar-25,27.7,57,7.3,3.2,SOUTH FIELD
S2,4/9/2025,31.8,36,7,1.9,north field
s51,3/14/2025,20.3,37,5.6,1.8,Nrth Field
s29,2/27/2025,24.5,53,5.8,3.3,S field
S27,3/7/2025,33.4,32,5.7,2.8,NorthField
S038,3/13/2025,26.3,57,7.7,3.3,EASTFIELD
s54,3/3/2025,30.4,55,6.9,4.1,EASTFIELD
S55,3/8/2025,37.7,36,6,2.9,W field
s23,25/02/2025,24.3,40,6.1,3.7,SOUTH FIELD
s04,31/03/2025,N/A,35,6.6,N/A,NorthField
s03,3/17/2025,14.4,57,7.5,N/A,Nrth Field
s19,3/3/2025,28.5,48,6.6,2184,e field
s14,24/03/2025,30.9,18,7,2.7,East Field
s40,17/03/2025,35.3,62,5.8,2.4,NorthField
S20,4/5/2025,21.6,None,6.4,4.1,e field
s55,11-Mar-25,16.1,43,6.7,3.3,W field
S8,2/27/2025,32.9,22,7.1,3.7,EASTFIELD
S008,4/5/2025,18.4,22,5.8,3.3,w field
s6,2/4/2025,20.5,30,5.5,3.5,NORTH FIELD
S044,4-Mar-25,21.7,19,7,4,West Field
S40,4/3/2025,24.2,22,-1.3,2.6,S field
s51,21/03/2025,27.1,62,7.2,2.5,WEST FIELD
s9,2/27/2025,37,37,6,2.5,east field
S49,3/10/2025,35.7,18,6,4.2,S field
s50,3/8/2025,22.8,None,N/A,3.5,north field
s32,8-Mar-25,30.8,19,7.5,3.1,north field
S12,3/14/2025,30.3,18,5.9,3.9,east field
s22,25-Mar-25,32.5,45,6.1,2.4,NorthField
s40,17/03/2025,23.4,44,6.2,3,EASTFIELD
S037,3/21/2025,17.2,48,7.4,3,NorthField
S012,3/10/2025,34.9,40,5.7,4.1,Nrth Field
S32,14-Mar-25,12.4,42,7.3,3.6,NorthField
s36,3/10/2025,13.8,50,6.8,1.9,westField
s06,9/3/2025,15.5,41,6.7,2,Nrth Field
s7,3/20/2025,24.1,29,7,1.4,n field
s2,6/3/2025,16.9,40,5.8,3,NorthField
S3,4/8/2025,33.8,61,6.2,None,West Field
s53,28-Mar-25,33.9,56,6.4,3.2,W field
s41,3/14/2025,18.9,20,7,1.8,East Field
s15,30/03/2025,25.4,21,5.9,3.7,w field
S019,21-Mar-25,20.6,46,6.4,1.9,North Field
S026,3/18/2025,29.1,49,6.6,2.4,West Field
s35,3/2/2025,-54.3,48,7.3,1.5,north field
s26,3/2/2025,19,31,7.1,1.3,w field
S032,3/31/2025,20.8,65,7.2,1.3,S field
s41,3/19/2025,13.8,53,7.3,1.7,SOUTH FIELD
s16,16/03/2025,31.5,18,5.6,2.1,WEST FIELD
s23,9/4/2025,15,20,7.4,1.8,East Field
S14,6-Mar-25,36.7,18,5.9,3.3,e field
S014,3/20/2025,33.4,28,7.5,2.7,Southfield
s28,4/3/2025,26.4,19,5.5,1.6,EastField
s05,3-Mar-25,35.8,missing,7.3,1.6,east field
s19,2/28/2025,15.2,36,6.5,3.8,South Field
S014,2/25/2025,34.9,44,7.3,1.6,S field
s34,3/10/2025,29.5,38,6.5,2.6,Southfield
s11,5/4/2025,15.6,58,7.7,2,EastField
s33,19/03/2025,,31,6.1,3.3,NorthField
S004,3/24/2025,14,20,6.9,1.7,SOUTH FIELD
s10,3/3/2025,12.7,32,7.6,1.8,SOUTH FIELD
S7,3/3/2025,19.5,43,6.3,1.7,w field
S1,4/10/2025,30.4,34,7.5,1.2,westField
S17,3/12/2025,32.6,36,7,3.3,W field
s10,2-Mar-25,None,54,N/A,2,NORTH FIELD
S058,5-Mar-25,21.7,34,6.6,3.1,S field
S21,31-Mar-25,16.5,43,7.3,1.4,East Field
S054,1-Apr-25,31.5,65,6.8,1.9,Nrth Field
S46,2/3/2025,19.5,27,7.3,3,Southfield
S16,3/15/2025,35,54,7.8,4.1,EastField
S025,16-Mar-25,29.9,28,6.3,3.2,WEST FIELD
s56,3/28/2025,22.5,None,7.6,3.6,NorthField
s51,8/4/2025,missing,23,7.7,missing,West Field
s1,28-Mar-25,31.6,51,5.5,3.2,West Field
S14,4/3/2025,25,19,6.4,3.1,n field
s53,2-Apr-25,22.1,35,5.9,3.4,n field
s16,1-Apr-25,35.6,23,5.6,3.3,West Field
S059,30/03/2025,20.6,27,6.7,2.1,West Field
s26,3/3/2025,20.9,None,7,3.7,westField
s34,3/26/2025,24.1,22,5.8,1.7,South Field
S056,3/2/2025,26.3,56,6.5,2.3,north field
S18,2/4/2025,35.9,59,5.9,2.4,W field
s40,18/03/2025,31.5,25,6.6,3,EASTFIELD
S022,4/2/2025,23.2,54,7.3,2.5,Southfield
S026,4/9/2025,21.4,30,5.9,1.8,NORTH FIELD
s55,2/3/2025,12.9,32,7.1,2.1,NORTH FIELD
S023,27/03/2025,29.3,43,7.7,3.8,n field
S22,3-Mar-25,20.7,62,5.5,4.2,North Field
S038,3/7/2025,33.9,22,7.1,3,east field
S8,4/4/2025,28.2,47,5.9,3.4,North Field
s17,27-Feb-25,29,22,6.3,,W field
S25,2/25/2025,20.7,64,7.7,2.6,north field
S007,3/6/2025,23.9,44,6.7,missing,North Field
S17,3/26/2025,28.3,46,6.4,3.8,WEST FIELD
s42,3/27/2025,13.9,18,6.2,N/A,n field
s9,2-Apr-25,27.3,21,7.8,3.8,Southfield
s22,25/02/2025,22,63,7.4,2.2,east field
S038,25-Feb-25,22.3,23,7,3,Nrth Field
S55,7/4/2025,35.6,59,5.5,2.1,East Field
s13,3/12/2025,24.3,59,10.4,3.7,East Field
s52,11-Mar-25,12.7,59,7.6,2,westField
S52,3/25/2025,23.6,35,6.3,3,Southfield
s34,3/17/2025,None,30,13.9,3.8,SOUTH FIELD
s24,4/9/2025,17.5,20,7.2,2.7,north field
s26,3/15/2025,26.8,26,6.2,2.9,westField
s50,3/29/2025,22.6,50,6.8,4.1,NORTH FIELD
S022,4/2/2025,22.6,35,7.4,3.1,e field
S35,3/28/2025,missing,26,6,None,West Field
S057,3-Mar-25,24.4,26,7.4,3.7,Southfield
s52,25/02/2025,16.5,43,6.4,2.3,n field
S44,4/7/2025,33.9,57,6.5,1.5,NORTH FIELD
s50,2/27/2025,17.3,31,6.2,3,S field
S19,22-Mar-25,12.6,63,6.1,1.8,WEST FIELD
S10,2/28/2025,267,65,5.8,2.8,NorthField
s30,2/27/2025,None,9999,5.5,1.7,Nrth Field
s21,3/29/2025,missing,36,6.4,3.9,EASTFIELD
S015,2/26/2025,32.4,41,5.5,3.2,WEST FIELD
S051,7/3/2025,24.8,34,6.1,2.4,EastField
S007,2-Mar-25,22.9,34,5.5,3.1,South Field
s03,3/17/2025,34.5,9999,6.7,1.7,EASTFIELD
S55,3/9/2025,29.3,60,7,3.6,north field
s49,4/8/2025,26.9,65,6.5,1.5,n field
S2,27/03/2025,33.2,56,6.2,3.3,north field
S044,3/5/2025,33.1,34,7.7,1.9,Nrth Field
S11,9/3/2025,21.8,49,7.4,2.1,SOUTH FIELD
s32,3/2/2025,28.4,47,7.1,3.5,South Field
S34,7-Apr-25,15.6,30,6.4,3.9,Nrth Field
s40,4/1/2025,31,57,5.7,1.6,westField
s42,6-Apr-25,29.8,62,6.5,3.1,WEST FIELD
S013,3/29/2025,24.7,20,7.2,2.9,North Field
S30,3/30/2025,37.3,33,7.2,2.1,Southfield
s36,3/3/2025,34,64,7.4,1.9,S field
S2,7/3/2025,15.4,59,7.5,2.5,westField
s42,4/6/2025,,38,7.4,4.1,East Field
s23,3/28/2025,19.1,27,N/A,4.1,East Field
s58,1/3/2025,17.3,59,6.8,1.4,EastField
s47,14/03/2025,26.5,51,5.9,3.9,east field
S7,4/7/2025,13.7,21,6.6,1.6,W field
S058,3/11/2025,24.4,63,7.6,2.3,NorthField
s13,15-Mar-25,21.8,49,6.8,2.4,NORTH FIELD
s31,31-Mar-25,12.7,32,7.7,3.1,EastField
S054,31/03/2025,19.3,42,6,3935.8,westField
S004,3/17/2025,18.3,53,7.5,3.7,n field
S4,11/3/2025,133.3,51,7.3,2.3,North Field
S21,4/3/2025,25.8,22,7.1,3.7,NORTH FIELD
S7,2/28/2025,19.2,missing,6,N/A,north field
S034,29/03/2025,22.8,22,6.1,3.5,n field
S011,3/2/2025,29.4,missing,None,1.9,W field
S2,4-Mar-25,26,33,7.6,2.3,East Field
S051,7-Mar-25,17.3,45,7.1,1.5,w field
S33,3/17/2025,24.2,46,6.9,3.7,east field
S25,3/3/2025,25.1,51,5.7,1.3,east field
s17,3/10/2025,20.3,54,6.9,3.9,South Field
S17,29/03/2025,26.7,35,7.1,1.9,WEST FIELD
s53,4/4/2025,14.7,27,7.5,2.6,EASTFIELD
s39,8/3/2025,23.8,59,7.1,2.8,S field
s45,3/27/2025,missing,46,7.6,1.6,East Field
s31,4/3/2025,37.2,64,5.7,3.9,WEST FIELD
S1,3/26/2025,26.2,53,7,3,n field
s37,9-Apr-25,25.9,30,,2.7,Southfield
S34,13-Mar-25,N/A,20,7.6,2.6,W field
S13,4-Apr-25,175,44,5.8,2.2,Southfield
S048,3/5/2025,35.9,54,5.5,None,EastField
S5,3/10/2025,30,51,7.7,1.4,w field
s46,2/26/2025,,47,6.4,1.4,SOUTH FIELD
S007,3/27/2025,29.5,18,7.3,2,WEST FIELD
S59,4/5/2025,20.9,32,6.8,1.7,east field
